n,k,brute_force,CalinescuKarloffRabani,electrical_alg,ratio_BruteCKR,ratio_BruteElectrical,ratioCKRElectrical,brute_time,ckr_time,elec_time
25,4,,6.7208265607228705,11.012410224555618,,,1.6385499796874923,,0.1960468292236328,0.008720874786376953
25,5,,12.518911376529271,12.518911376529271,,,1.0,,0.159027099609375,0.007714033126831055
25,6,,14.943724792727629,17.7295871923723,,,1.1864235616143315,,0.16064119338989258,0.007484912872314453
25,7,,17.462082510869987,16.05696622924048,,,0.9195332927355695,,0.16494393348693848,0.01082301139831543
25,8,,19.65018969383507,27.033244641338936,,,1.3757243600462636,,0.16559386253356934,0.007863044738769531
25,9,,20.582204608693722,25.5067837468485,,,1.2392639288055025,,0.16923999786376953,0.008420944213867188
25,10,,21.078005107960646,26.439921881013618,,,1.2543844517348517,,0.1699540615081787,0.008316993713378906
25,11,,25.84905807146486,31.254940722682292,,,1.2091326746325455,,0.17115497589111328,0.013786077499389648
25,12,,27.371167047879773,29.868458439347254,,,1.0912380311405439,,0.20790600776672363,0.009374141693115234
26,2,,3.240777488411027,7.712853642877139,,,2.379939280144407,,0.1637430191040039,0.007452964782714844
26,3,,6.767966620619943,8.191178918972122,,,1.2102865421966005,,0.16767406463623047,0.014276981353759766
26,4,,8.706984279995474,9.972887858712827,,,1.1453894411668801,,0.16795110702514648,0.008224964141845703
26,5,,10.384028277214517,15.515430977743968,,,1.494163012998452,,0.17093205451965332,0.0076558589935302734
26,6,,9.40379166632223,17.768819232621173,,,1.8895377378740312,,0.1941521167755127,0.008079051971435547
26,7,,13.080072218138,16.650421451471345,,,1.2729609725229483,,0.1841111183166504,0.009241104125976562
26,8,,18.17488627048624,22.778378608678267,,,1.253288646194586,,0.22254204750061035,0.010490894317626953
26,9,,19.10267500115573,24.352937974977436,,,1.2748443855901888,,0.1868000030517578,0.009235143661499023
26,10,,31.836911686726772,34.3644745705498,,,1.079390956908575,,0.20529389381408691,0.010313034057617188
26,11,,29.56306023278976,34.60546056044804,,,1.1705642206169684,,0.20580601692199707,0.009861946105957031
26,12,,21.90089162842486,26.43887471077737,,,1.2072054032933859,,0.20913290977478027,0.011931180953979492
26,13,,28.195870229871336,35.17885571808151,,,1.2476598676075705,,0.206740140914917,0.011214971542358398
27,2,,5.262816161338321,5.262816161338321,,,1.0,,0.19767308235168457,0.018803119659423828
27,3,,4.40062518897236,8.799334642417385,,,1.9995646674176806,,0.19747090339660645,0.010126829147338867
27,4,,9.588710299049652,10.349670244132787,,,1.079359989127897,,0.23784112930297852,0.018599987030029297
27,5,,12.069215467753663,14.808635205656925,,,1.2269757918584185,,0.20187091827392578,0.011204957962036133
27,6,,12.018232767263873,17.503207988080216,,,1.4563878339714567,,0.20602703094482422,0.009641885757446289
27,7,,10.415945793797125,17.690384918306016,,,1.6983944875021282,,0.20560503005981445,0.009733915328979492
27,8,,15.60404152939254,20.512584442668786,,,1.3145686906837741,,0.21167206764221191,0.009196043014526367
27,9,,18.98973531217915,23.894927670079028,,,1.258307568655468,,0.21033692359924316,0.011389017105102539
27,10,,25.166835451031226,31.40876398758025,,,1.2480219870588958,,0.2476029396057129,0.012471199035644531
27,11,,19.137963683197775,28.706003959762306,,,1.4999508011902445,,0.25167298316955566,0.035841941833496094
27,12,,26.511483297718847,33.00674330994528,,,1.244997985940127,,0.2184600830078125,0.01060795783996582
27,13,,33.86706709350963,49.17322387535359,,,1.4519481046168674,,0.21920108795166016,0.014584064483642578
28,2,,4.546034273436239,5.0796839068801125,,,1.1173879476804958,,0.2093181610107422,0.04233694076538086
28,3,,7.613110715341184,5.141432570542264,,,0.6753392618055272,,0.19038891792297363,0.00911092758178711
28,4,,6.293129919004018,7.996280269706233,,,1.2706364515944657,,0.19036102294921875,0.01368093490600586
28,5,,7.0437712577259735,10.55417532896337,,,1.4983699701189193,,0.19367289543151855,0.0073699951171875
28,6,,14.551302947952102,19.88164070833171,,,1.3663134345732098,,0.2321009635925293,0.008594989776611328
28,7,,18.415884408940457,28.380271718455983,,,1.5410756870670876,,0.1963188648223877,0.009386062622070312
28,8,,15.218269262175738,17.75171155080446,,,1.1664737457974585,,0.19760918617248535,0.014014005661010742
28,9,,24.60768087489498,28.898665494407993,,,1.1743758236027322,,0.20051884651184082,0.011416912078857422
28,10,,18.434440156213622,27.542456262012273,,,1.4940760895702412,,0.1996159553527832,0.010096073150634766
28,11,,28.709363621436374,34.494346805002806,,,1.201501616679757,,0.20525598526000977,0.009279966354370117
28,12,,29.519557316494037,38.21759481640097,,,1.2946533854370135,,0.24233198165893555,0.010078907012939453
28,13,,31.211672351363745,40.922938880908475,,,1.3111421400372483,,0.21009397506713867,0.012411117553710938
28,14,,32.06351470878697,40.26057396424688,,,1.2556506774104061,,0.21099519729614258,0.011719942092895508
29,2,,2.8853860356149172,6.343381532593864,,,2.1984515951405434,,0.19726300239562988,0.01784801483154297
29,3,,6.336211737765134,7.59283979265501,,,1.1983248203970382,,0.20021510124206543,0.008115053176879883
29,4,,9.835068012275078,11.607921259216463,,,1.180258361683793,,0.2005479335784912,0.009773015975952148
29,5,,12.103159600613573,15.514403438684841,,,1.2818473812324456,,0.20432496070861816,0.008098125457763672
29,6,,10.246822246977601,19.830172911359668,,,1.935250991321604,,0.24228692054748535,0.012676000595092773
29,7,,18.279645051317715,21.629687915679273,,,1.1832662972917007,,0.2083580493927002,0.01016092300415039
29,8,,15.865487379056246,21.67034862552473,,,1.3658797935278926,,0.24695992469787598,0.011627912521362305
29,9,,21.889444879358724,30.087039716434994,,,1.374499896285923,,0.23775100708007812,0.012711048126220703
29,10,,22.314298818072754,32.90123409523516,,,1.4744462446916708,,0.24006295204162598,0.010419130325317383
29,11,,20.50506198465596,24.412154952020543,,,1.1905428508476728,,0.24342894554138184,0.010402917861938477
29,12,,26.93866616402094,39.32811042242792,,,1.4599130551962598,,0.2830629348754883,0.011394977569580078
29,13,,28.585571664929542,36.85315072499429,,,1.2892220997702803,,0.24748611450195312,0.011345863342285156
29,14,,32.680184921617794,40.73269487103942,,,1.2464034389259202,,0.2521500587463379,0.011928081512451172
30,2,,2.1031548853160924,4.692221372760448,,,2.231039380656567,,0.23480701446533203,0.02278590202331543
30,3,,6.542940333859475,7.637258502398726,,,1.167251741984593,,0.23633599281311035,0.010215997695922852
30,4,,6.595583440121155,8.102212117081638,,,1.2284299320353693,,0.24153709411621094,0.011255025863647461
30,5,,12.920603195607672,18.946964600335523,,,1.4664148657375762,,0.28023600578308105,0.022962093353271484
30,6,,15.747868066475151,15.412191573702906,,,0.9786843214995654,,0.24374604225158691,0.016457080841064453
30,7,,18.7176201644887,27.215412192686397,,,1.4539995978933162,,0.2460188865661621,0.008841991424560547
30,8,,18.444983263491494,22.989316829022094,,,1.2463723333664003,,0.24853897094726562,0.0184478759765625
30,9,,20.565597061914108,29.40644246856385,,,1.4298851805777282,,0.2500910758972168,0.01743006706237793
30,10,,20.724151076336604,28.92070892916894,,,1.395507532378076,,0.35079097747802734,0.021164894104003906
30,11,,20.506137091223493,25.662904950831653,,,1.2514743677303917,,0.4665110111236572,0.018677949905395508
30,12,,26.26292925377113,34.07677745370431,,,1.297523864319559,,0.4327521324157715,0.018633127212524414
30,13,,24.417107646561035,35.85498483952912,,,1.4684370220474916,,0.42963600158691406,0.02036905288696289
30,14,,30.928585644851402,40.70201334622739,,,1.3159998266200363,,0.44194483757019043,0.030710220336914062
30,15,,37.594811733047344,49.403109286921094,,,1.3140938073509165,,0.44266390800476074,0.026680946350097656
31,2,,1.8634858525767752,2.69025962399074,,,1.4436705383465753,,0.40948486328125,0.01819300651550293
31,3,,3.5811405781321346,4.823808532228057,,,1.3470033993315276,,0.4633810520172119,0.02356719970703125
31,4,,10.574577286661846,12.119564699614134,,,1.1461039407126983,,0.41753196716308594,0.06821393966674805
31,5,,11.533160968299379,14.922611030592677,,,1.2938873455082878,,0.29387712478637695,0.008455991744995117
31,6,,13.584372486484629,19.687301170747155,,,1.4492609938614724,,0.2851719856262207,0.020062923431396484
31,7,,20.23931576653233,24.40555516347067,,,1.2058488263633704,,0.2879359722137451,0.010753154754638672
31,8,,23.330159601770056,27.69175568043866,,,1.1869509747519125,,0.3291618824005127,0.011560916900634766
31,9,,18.496391815385174,24.655083758258662,,,1.3329672081097854,,0.2941560745239258,0.02416396141052246
31,10,,24.414291427896856,37.74262883956201,,,1.5459235813182601,,0.2950570583343506,0.011565923690795898
31,11,,23.561496834013575,32.2186339078164,,,1.3674272961005307,,0.295212984085083,0.012257099151611328
31,12,,28.14934782283624,34.16924250916024,,,1.2138555651168708,,0.30019116401672363,0.01317286491394043
31,13,,32.81201479100031,39.29195867385448,,,1.1974869243516095,,0.30573415756225586,0.01697397232055664
31,14,,29.98257995722979,37.406009853808214,,,1.2475914316635845,,0.3454749584197998,0.017911911010742188
31,15,,35.933039265304075,46.95964657809617,,,1.3068654235278971,,0.31293582916259766,0.015663862228393555
32,2,,3.7215584862688598,3.7215584862688598,,,1.0,,0.28855204582214355,0.014679193496704102
32,3,,4.1289898017445275,5.927193125610219,,,1.4355068455499547,,0.28118109703063965,0.01323699951171875
32,4,,8.7265707797762,14.824806069965003,,,1.6988123335138063,,0.26513195037841797,0.03125905990600586
32,5,,11.726557649298691,16.70735186900064,,,1.4247447860370026,,0.3071269989013672,0.009870052337646484
32,6,,11.482087996052075,21.143222885133543,,,1.8414092360556102,,0.27061891555786133,0.02447199821472168
32,7,,13.926137588210638,19.315340798260976,,,1.386984774199893,,0.27564287185668945,0.01125788688659668
32,8,,19.858478852247885,22.36173820697345,,,1.1260549397237547,,0.27639293670654297,0.011270999908447266
32,9,,19.8692736818827,22.178299013908216,,,1.1162108574774399,,0.2795860767364502,0.010457992553710938
32,10,,22.639512553754926,31.420525382955837,,,1.387862274346738,,0.3207390308380127,0.011500835418701172
32,11,,24.57851821819022,32.540194402632444,,,1.323928241473479,,0.28253912925720215,0.014653921127319336
32,12,,24.336901754738257,32.98641058544189,,,1.3554071474615548,,0.28707003593444824,0.011714935302734375
32,13,,33.77317110514894,39.169609462584,,,1.1597847694145704,,0.29387402534484863,0.014135122299194336
32,14,,29.102699417132193,37.72114898761539,,,1.2961391810070266,,0.2918682098388672,0.012629985809326172
32,15,,29.55681141039634,42.15920226611549,,,1.4263785656962435,,0.3291771411895752,0.012814044952392578
32,16,,36.300899277008526,46.942610064981174,,,1.2931528143908178,,0.3114612102508545,0.016717910766601562
33,2,,4.800357594541909,6.284723786013495,,,1.3092199200241532,,0.30547499656677246,0.011399984359741211
33,3,,7.197475376990481,7.948259239849101,,,1.1043121127248021,,0.3090400695800781,0.020528078079223633
33,4,,11.691017011125314,14.00833090593851,,,1.1982132001525627,,0.311215877532959,0.009435176849365234
33,5,,11.670155675199595,13.80231402130238,,,1.1827017912566378,,0.3488779067993164,0.12158513069152832
33,6,,15.077270341140405,21.62571306983599,,,1.4343254833620154,,0.31916189193725586,0.012852191925048828
33,7,,13.048950905855909,21.687900184614925,,,1.66204167224525,,0.3199808597564697,0.01823115348815918
33,8,,17.884488307543148,24.630709999651785,,,1.3772107748401883,,0.32027292251586914,0.012486934661865234
33,9,,23.48688970609244,29.01388120512913,,,1.2353224104255491,,0.3287649154663086,0.012252092361450195
33,10,,24.265078226522583,28.66095149392959,,,1.1811604820050472,,0.3687307834625244,0.01500701904296875
33,11,,21.236521828327014,28.961386673605332,,,1.363753768518452,,0.3310859203338623,0.016659021377563477
33,12,,19.847153944286333,24.84042623991548,,,1.2515863135664662,,0.3428020477294922,0.012356996536254883
33,13,,30.45855331628781,38.24651461845008,,,1.2556904532296889,,0.30263710021972656,0.012768983840942383
33,14,,32.60188237266064,42.737480636606584,,,1.3108899709559556,,0.3066670894622803,0.01374197006225586
33,15,,34.996753258673365,44.81062834051756,,,1.2804224440280612,,0.3481311798095703,0.013431072235107422
33,16,,37.66904449413689,47.12280131579108,,,1.250968851177673,,0.31319403648376465,0.01439809799194336
34,2,,1.4199755611018643,3.36089247594097,,,2.366866422217157,,0.29003286361694336,0.01610422134399414
34,3,,3.5166919799631113,4.205335750290681,,,1.1958214635376718,,0.2932169437408447,0.020489931106567383
34,4,,8.065441919649192,12.486914006332025,,,1.548199606510234,,0.33876895904541016,0.1293039321899414
34,5,,8.062546387425996,13.903868320161568,,,1.7245008775199666,,0.2983980178833008,0.010277032852172852
34,6,,15.76974219487671,22.975555322673458,,,1.456939183833822,,0.2994661331176758,0.02297806739807129
34,7,,12.173448309852795,16.518985835834986,,,1.3569684953165697,,0.3034820556640625,0.014923095703125
34,8,,18.64003496440515,23.17993343169482,,,1.2435563278695037,,0.3050100803375244,0.013112068176269531
34,9,,16.393065181608225,25.323775057604756,,,1.5447858455425474,,0.3443148136138916,0.016932010650634766
34,10,,23.794862938013733,36.03459373713648,,,1.5143854297882524,,0.27756595611572266,0.010171890258789062
34,11,,24.763021437511583,34.65999576367039,,,1.3996674780229623,,0.2809929847717285,0.010874032974243164
34,12,,27.155737825875747,38.388481224761286,,,1.4136416204527595,,0.283189058303833,0.012038946151733398
34,13,,21.08958861119659,35.15799304315952,,,1.6670781820985323,,0.33234095573425293,0.020700931549072266
34,14,,28.837024424530973,35.39369970746554,,,1.2273700360484125,,0.30278897285461426,0.013518095016479492
34,15,,34.24301885985735,44.37970464731301,,,1.296021966665409,,0.2967860698699951,0.013069868087768555
34,16,,35.56097681183244,40.50260829172684,,,1.1389621974121402,,0.2951939105987549,0.020184040069580078
34,17,,34.088795585032976,43.856434599541764,,,1.286535175176367,,0.3373148441314697,0.01407003402709961
35,2,,2.321181141591775,3.741849983354311,,,1.6120456591286525,,0.27093505859375,0.011183977127075195
35,3,,4.856781599206316,9.151741414260457,,,1.8843222054201516,,0.2762570381164551,0.01960015296936035
35,4,,12.736298294818912,17.10544017422839,,,1.3430464471130386,,0.2774012088775635,0.011955976486206055
35,5,,9.422815490993749,15.82565991270258,,,1.6795043825095184,,0.28696489334106445,0.012871980667114258
35,6,,11.79081645273331,14.562115894933097,,,1.2350388078136314,,0.357651948928833,0.009721994400024414
35,7,,16.435436014318775,19.235793779483938,,,1.170385365056665,,0.31993699073791504,0.01054692268371582
35,8,,18.85917686259085,25.110780373319045,,,1.331488672929777,,0.3233921527862549,0.011905908584594727
35,9,,22.657826671862153,31.59260320881234,,,1.3943351084085185,,0.3271458148956299,0.017534971237182617
35,10,,24.31100675793231,29.439785748379084,,,1.2109653064356674,,0.371690034866333,0.011421918869018555
35,11,,25.229308295783667,27.547169363330568,,,1.0918717643929328,,0.3313710689544678,0.027222156524658203
35,12,,26.309693873126086,38.4283622673465,,,1.4606160927854417,,0.34014391899108887,0.012149810791015625
35,13,,20.82616038308827,32.932743138134896,,,1.581316120319408,,0.3342258930206299,0.013813018798828125
35,14,,31.385415118137026,49.56042274885294,,,1.5790908790692697,,0.37372922897338867,0.01632404327392578
35,15,,30.516237011820408,41.37843783415957,,,1.3559482389041515,,0.3410050868988037,0.016781091690063477
35,16,,34.50821026962907,47.46880233485734,,,1.3755799551457752,,0.3498809337615967,0.015325069427490234
35,17,,38.89446120290372,45.096622915029975,,,1.159461309407809,,0.3398151397705078,0.013659000396728516
36,2,,2.192159703779067,4.165831830642575,,,1.9003322720790332,,0.32634902000427246,0.06170797348022461
36,3,,4.222393139596789,7.296921741490895,,,1.7281483510054452,,0.28878283500671387,0.01115107536315918
36,4,,9.365079401245023,9.584190649087354,,,1.0233966246792527,,0.29277801513671875,0.012391090393066406
36,5,,11.327370025061832,14.39501574260495,,,1.2708171191332098,,0.2962028980255127,0.009818077087402344
