n,max_flow,electrical_alg,ratio
1462,5.928036497,5.928036497,1
1464,6.524100134,6.524100134,1
1465,5.271349044,5.271349044,1
1465,6.665837206,6.665837206,1
1469,7.298912148,7.298912148,1
1469,8.129933115,8.129933115,1
1469,7.298912148,7.298912148,1
1472,7.19489086,7.19489086,1
1473,6.178363022,6.178363022,1
1475,5.348027484,5.348027484,1
1475,6.545239133,6.545239133,1
1477,6.569131793,6.569131793,1
1478,6.53124482,6.53124482,1
1478,7.094464635,7.094464635,1
1479,5.460625429,5.460625429,1
1480,7.04605715,7.04605715,1
1480,6.263882933,6.263882933,1
1480,7.04605715,7.04605715,1
1482,6.78585431,6.78585431,1
1482,9.652750996,9.652750996,1
1483,6.37975758,6.37975758,1
1485,6.109791952,6.109791952,1
1488,6.599300152,6.599300152,1
1488,6.365669352,6.365669352,1
1490,5.78994112,5.78994112,1
1491,6.704037442,6.704037442,1
1492,7.490562353,7.490562353,1
1492,7.399526855,7.399526855,1
1494,6.480256421,6.480256421,1
1495,6.151971594,6.151971594,1
1496,5.875907096,5.875907096,1
1496,7.392088786,7.392088786,1
1499,5.609102641,5.609102641,1
1501,6.583472853,6.583472853,1
1501,4.911774041,4.911774041,1
1502,7.172853611,7.172853611,1
1504,6.889560443,6.889560443,1
1504,6.072916724,6.072916724,1
1505,8.276247897,8.276247897,1
1506,6.935371182,6.935371182,1
1512,6.260210215,6.260210215,1
1514,5.005663015,5.005663015,1
1515,6.939719272,6.939719272,1
1518,7.56358135,7.56358135,1
1519,5.693729008,5.693729008,1
1520,6.883652518,6.883652518,1
1521,5.880357861,5.880357861,1
1523,6.185855056,6.185855056,1
1524,9.829394318,9.829394318,1
1524,4.845307316,4.845307316,1
1526,6.200495182,6.200495182,1
1528,6.763121365,6.763121365,1
1528,4.29658397,4.29658397,1
1528,5.878659908,5.878659908,1
1529,6.681616893,6.681616893,1
1530,6.183980697,6.183980697,1
1530,7.241187435,7.241187435,1
1530,7.229093887,7.229093887,1
1532,5.799789661,5.799789661,1
1536,8.19476703,8.19476703,1
1538,7.113534247,7.113534247,1
1538,7.150444072,7.150444072,1
1538,5.376542582,5.376542582,1
1539,5.31703254,5.31703254,1
1541,5.443640315,5.443640315,1
1541,7.800341567,7.800341567,1
1542,4.449422094,4.449422094,1
1543,6.548664307,6.548664307,1
1544,6.336174361,6.336174361,1
1544,4.672051932,4.672051932,1
1545,6.939462083,6.939462083,1
1546,6.527996809,6.527996809,1
1549,6.08817119,6.08817119,1
1552,4.905283927,4.905283927,1
1553,5.757281707,5.757281707,1
1555,5.18770233,5.18770233,1
1557,6.612737667,6.612737667,1
1558,6.764904982,6.764904982,1
1559,5.225936009,5.225936009,1
1559,5.418045892,5.418045892,1
1559,6.079501427,6.079501427,1
1560,5.893779447,5.893779447,1
1561,5.349656176,5.349656176,1
1562,5.705972184,5.705972184,1
1562,6.747591106,6.747591106,1
1565,6.340586767,6.340586767,1
1565,6.209054613,6.209054613,1
1566,6.833099015,6.833099015,1
1566,6.397829791,6.397829791,1
1567,5.335518241,5.335518241,1
1569,4.856656248,4.856656248,1
1569,5.823667459,5.823667459,1
1574,5.251189534,5.251189534,1
1574,6.547923545,6.547923545,1
1575,6.84260435,6.84260435,1
1575,5.480289801,5.480289801,1
1577,6.841853677,6.841853677,1
1578,7.110965399,7.110965399,1
1581,7.519076306,7.519076306,1
1583,8.236569447,8.236569447,1
1583,7.825683184,7.825683184,1
1587,7.528715954,7.528715954,1
1589,7.273576087,7.273576087,1
1591,5.85274359,5.85274359,1
1592,5.580359052,5.580359052,1
1593,7.517567667,7.517567667,1
1594,6.657188781,6.657188781,1
1595,5.357344806,5.357344806,1
1598,5.883155036,5.883155036,1
1598,5.710790155,5.710790155,1
1601,7.686225261,7.686225261,1
1601,6.948165687,6.948165687,1
1602,6.17808788,6.17808788,1
1603,7.006096679,7.006096679,1
1610,5.677185257,5.677185257,1
1612,5.419739969,5.419739969,1
1613,8.331507459,8.331507459,1
1615,5.997309244,5.997309244,1
1616,4.915250297,4.915250297,1
1616,6.081781387,6.081781387,1
1616,7.227657692,7.227657692,1
1618,6.341427487,6.341427487,1
1618,5.247915955,5.247915955,1
1619,6.67750564,6.67750564,1
1622,7.046254071,7.046254071,1
1623,7.228686433,7.228686433,1
1623,5.59622154,5.59622154,1
1626,6.808520052,6.808520052,1
1628,8.058936458,8.058936458,1
1629,8.174278208,8.174278208,1
1632,6.110754802,6.110754802,1
1633,6.987936076,6.987936076,1
1640,6.582452096,6.582452096,1
1640,6.873775508,6.873775508,1
1642,7.999263238,7.999263238,1
1643,5.923870835,5.923870835,1
1644,6.217714121,6.217714121,1
1644,5.573817347,5.573817347,1
1646,6.56922809,6.56922809,1
1646,6.024837262,6.024837262,1
1646,5.068813018,5.068813018,1
1647,5.45763054,5.45763054,1
1648,7.230699018,7.230699018,1
1650,6.03810384,6.03810384,1
1651,7.490869781,7.490869781,1
1652,7.158214529,7.158214529,1
1655,4.857448135,4.857448135,1
1657,7.072089152,7.072089152,1
1658,6.856236746,6.856236746,1
1659,7.250502386,7.250502386,1
1659,5.491781843,5.491781843,1
1661,6.558556223,6.558556223,1
1662,7.440097667,7.440097667,1
1663,5.885625747,5.885625747,1
1663,6.624009647,6.624009647,1
1665,5.43889451,5.43889451,1
1671,6.493404943,6.493404943,1
1672,7.275399674,7.275399674,1
1672,6.978932153,6.978932153,1
1675,6.312759921,6.312759921,1
1677,5.579882021,5.579882021,1
1679,7.031478344,7.031478344,1
1680,5.75358306,5.75358306,1
1680,5.70959328,5.70959328,1
1681,6.562819959,6.562819959,1
1681,6.068996398,6.068996398,1
1684,5.540315505,5.540315505,1
1684,5.540315505,5.540315505,1
1687,6.144211054,6.144211054,1
1689,5.651727893,5.651727893,1
1689,7.249386931,7.249386931,1
1690,6.437179497,6.437179497,1
1691,5.759274485,5.759274485,1
1691,5.656792175,5.656792175,1
1691,5.996754568,5.996754568,1
1694,6.805077144,6.805077144,1
1695,5.743878072,5.743878072,1
1697,7.575566075,7.575566075,1
1699,6.069472527,6.069472527,1
1699,4.836539606,4.836539606,1
1700,4.852310691,4.852310691,1
1700,5.672378924,5.672378924,1
1703,7.634578337,7.634578337,1
1704,6.910632978,6.910632978,1
1704,6.777956283,6.777956283,1
1708,6.816143684,6.816143684,1
1711,5.48484726,5.48484726,1
1716,5.741906371,5.741906371,1
1718,6.79912979,6.79912979,1
1720,6.905575991,6.905575991,1
1721,5.653154793,5.653154793,1
1722,5.433915374,5.433915374,1
1725,6.951392902,6.951392902,1
1725,6.548823714,6.548823714,1
1726,6.532442318,6.532442318,1
1727,5.619322841,5.619322841,1
1729,7.600244346,7.600244346,1
1731,7.365935783,7.365935783,1
1735,6.498724453,6.498724453,1
1735,6.498724453,6.498724453,1
1737,6.376900782,6.376900782,1
1737,8.039391951,8.039391951,1
1738,6.519168772,6.519168772,1
1741,6.513761903,6.513761903,1
1741,5.458929674,5.458929674,1
1741,6.859869014,6.859869014,1
1742,7.89602669,7.89602669,1
1743,4.813214529,4.813214529,1
1744,6.601727577,6.601727577,1
1745,5.260622561,5.260622561,1
1745,5.798323588,5.798323588,1
1746,6.896783897,6.896783897,1
1748,5.104887477,5.104887477,1
1752,5.387221586,5.387221586,1
1753,4.835783236,4.835783236,1
1756,5.663762523,5.663762523,1
1759,6.539383355,6.539383355,1
1760,6.271678437,6.271678437,1
1760,5.754658718,5.754658718,1
1761,5.956382742,5.956382742,1
1763,5.947079349,5.947079349,1
1763,5.08136814,5.08136814,1
1764,6.026803379,6.026803379,1
1764,6.263691032,6.263691032,1
1767,7.852907895,7.852907895,1
1772,5.243068817,5.243068817,1
1773,5.347043902,5.347043902,1
1774,6.163778982,6.163778982,1
1774,7.477853268,7.477853268,1
1774,5.95929492,5.95929492,1
1776,6.499402192,6.499402192,1
1778,6.956818611,6.956818611,1
1781,5.981997267,5.981997267,1
1782,4.540749138,4.540749138,1
1782,6.269222699,6.269222699,1
1783,4.477381,4.477381,1
1785,6.249051226,6.249051226,1
1786,6.271217125,6.271217125,1
1787,6.716835707,6.716835707,1
1787,7.561161406,7.561161406,1
1787,6.447409461,6.447409461,1
1788,6.694048521,6.694048521,1
1792,5.571253331,5.571253331,1
1793,5.049995736,5.049995736,1
1793,6.804685351,6.804685351,1
1796,7.015068512,7.015068512,1
1800,6.617767597,6.617767597,1
1802,7.557320776,7.557320776,1
1802,7.557320776,7.557320776,1
1803,7.122510073,7.122510073,1
1805,5.33970108,5.33970108,1
1806,6.583361168,6.583361168,1
1811,5.891672845,5.891672845,1
1812,6.258479644,6.258479644,1
1813,4.863773706,4.863773706,1
1814,7.940796844,7.940796844,1
1815,4.560817801,4.560817801,1
1818,5.748511377,5.748511377,1
1819,7.357291811,7.357291811,1
1824,11.09769619,11.09769619,1
1827,7.334842822,7.334842822,1
1827,4.815111939,4.815111939,1
1828,6.132942071,6.132942071,1
1828,6.375700191,6.375700191,1
1830,6.593799267,6.593799267,1
1831,9.098447094,9.098447094,1
1832,6.520612364,6.520612364,1
1832,5.609255841,5.609255841,1
1835,6.754020913,6.754020913,1
1837,7.111249963,7.111249963,1
1840,6.876274251,6.876274251,1
1841,5.959488249,5.959488249,1
1841,5.567114162,5.567114162,1
1842,6.619342109,6.619342109,1
1845,6.425714919,6.425714919,1
1845,7.18512379,7.18512379,1
1846,5.598611584,5.598611584,1
1846,5.102344095,5.102344095,1
1846,5.294726786,5.294726786,1
1847,6.768939006,6.768939006,1
1848,6.553431009,6.553431009,1
1849,5.746440792,5.746440792,1
1849,7.736969488,7.736969488,1
1850,7.783770585,7.783770585,1
1851,6.256728362,6.256728362,1
1852,5.88707241,5.88707241,1
1853,7.544086936,7.544086936,1
1855,6.917458379,6.917458379,1
1858,5.979764603,5.979764603,1
1858,6.33812397,6.33812397,1
1860,6.107035942,6.107035942,1
1864,6.669228697,6.669228697,1
1864,5.948300536,5.948300536,1
1866,6.920090217,6.920090217,1
1867,7.319353116,7.319353116,1
1867,6.306668739,6.306668739,1
1867,7.319353116,7.319353116,1
1867,6.306668739,6.306668739,1
1868,8.324556128,8.324556128,1
1869,5.719483665,5.719483665,1
1871,6.633494616,6.633494616,1
1871,6.970036496,6.970036496,1
1873,7.192575473,7.192575473,1
1874,7.406094833,7.406094833,1
1875,6.278835465,6.278835465,1
1875,6.992386773,6.992386773,1
1875,6.278835465,6.278835465,1
1876,6.489788578,6.489788578,1
1877,7.076302148,7.076302148,1
1877,5.624848453,5.624848453,1
1878,6.394104733,6.394104733,1
1878,6.321394733,6.321394733,1
1879,5.817048774,5.817048774,1
1882,5.503244312,5.503244312,1
1887,5.733938306,5.733938306,1
1890,6.584142271,6.584142271,1
1891,6.005965544,6.005965544,1
1892,6.02276204,6.02276204,1
1893,6.046389006,6.046389006,1
1894,6.34122887,6.34122887,1
1897,7.230518695,7.230518695,1
1904,6.107270016,6.107270016,1
1905,6.271642403,6.271642403,1
1907,5.579746065,5.579746065,1
1918,6.256517894,6.256517894,1
1920,6.942024094,6.942024094,1
1920,6.271210679,6.271210679,1
1921,5.927219382,5.927219382,1
1922,5.358845203,5.358845203,1
1923,4.390580955,4.390580955,1
1924,5.940394724,5.940394724,1
1924,7.538756856,7.538756856,1
1929,5.613501336,5.613501336,1
1931,7.518503714,7.518503714,1
1932,6.950212557,6.950212557,1
1932,6.413310949,6.413310949,1
1934,5.872951607,5.872951607,1
1938,6.564755134,6.564755134,1
1940,5.005990567,5.005990567,1
1941,6.390486007,6.390486007,1
1942,7.45645699,7.45645699,1
1944,6.543728983,6.543728983,1
1947,7.080169787,7.080169787,1
1947,5.489495237,5.489495237,1
1947,7.080169787,7.080169787,1
1948,6.152904761,6.152904761,1
1949,3.827123311,3.827123311,1
1950,7.128882192,7.128882192,1
1950,7.640866301,7.640866301,1
1955,6.571705172,6.571705172,1
1955,6.324065751,6.324065751,1
1956,5.737533498,5.737533498,1
1957,5.016291882,5.016291882,1
1962,7.448885394,7.448885394,1
1963,5.290497774,5.290497774,1
1964,8.918547628,8.918547628,1
1964,6.829596364,6.829596364,1
1967,6.038499631,6.038499631,1
1971,6.967220101,6.967220101,1
1974,5.43731746,5.43731746,1
1975,6.803120306,6.803120306,1
1975,5.974022884,5.974022884,1
1978,6.282243887,6.282243887,1
1978,5.245115262,5.245115262,1
1983,5.926217571,5.926217571,1
1983,5.157096897,5.157096897,1
1983,7.852763968,7.852763968,1
1984,6.307235041,6.307235041,1
1986,6.12858367,6.12858367,1
1987,5.766781514,5.766781514,1
1989,5.189452043,5.189452043,1
1990,6.058931197,6.058931197,1
1990,5.809559321,5.809559321,1
1992,6.163503249,6.163503249,1
1995,5.018506754,5.018506754,1
1995,5.567191955,5.567191955,1
1999,6.747178295,6.747178295,1
2000,5.462348868,5.462348868,1
2003,7.825540661,7.825540661,1
2004,7.198578172,7.198578172,1
2005,6.468594667,6.468594667,1
2006,6.744881911,6.744881911,1
2009,5.556845326,5.556845326,1
2013,6.360423101,6.360423101,1
2017,5.76401962,5.76401962,1
2020,7.848735624,7.848735624,1
2022,6.1319296,6.1319296,1
2025,5.911881676,5.911881676,1
2026,5.783758193,5.783758193,1
2028,5.755501751,5.755501751,1
2029,6.719607699,6.719607699,1
2031,5.891164815,5.891164815,1
2031,7.995322236,7.995322236,1
2032,5.777311597,5.777311597,1
2034,6.365044531,6.365044531,1
2035,5.936297787,5.936297787,1
2045,7.394605211,7.394605211,1
2047,7.499143845,7.499143845,1
2050,5.496128704,5.496128704,1
2051,6.95991567,6.95991567,1
2051,5.419765927,5.419765927,1
2052,6.926601192,6.926601192,1
2055,8.123088398,8.123088398,1
2057,7.426703907,7.426703907,1
2059,6.109719479,6.109719479,1
2060,7.999011517,7.999011517,1
2062,4.858009708,4.858009708,1
2063,7.701488235,7.701488235,1
2065,6.802062688,6.802062688,1
2067,6.013837026,6.013837026,1
2069,4.67864334,4.67864334,1
2074,8.089536531,8.089536531,1
2080,6.933037508,6.933037508,1
2081,6.841891798,6.841891798,1
2082,5.837524096,5.837524096,1
2085,4.261194942,4.261194942,1
2086,7.642565169,7.642565169,1
2091,8.640652186,8.640652186,1
2100,6.784319638,6.784319638,1
2101,6.178538203,6.178538203,1
2102,6.375483299,6.375483299,1
2103,6.312487854,6.312487854,1
2104,6.97378889,6.97378889,1
2107,4.650436446,4.650436446,1
2109,5.783741185,5.783741185,1
2109,6.763311243,6.763311243,1
2111,5.831808197,5.831808197,1
2118,5.833124399,5.833124399,1
2118,5.447456902,5.447456902,1
2118,5.935732916,5.935732916,1
2119,7.31164089,7.31164089,1
2121,6.279235889,6.279235889,1
2122,6.455977366,6.455977366,1
2123,7.849560421,7.849560421,1
2124,6.900605457,6.900605457,1
2124,5.183167095,5.183167095,1
2128,5.629130773,5.629130773,1
2128,5.202830348,5.202830348,1
2128,7.133453031,7.133453031,1
2129,5.692804181,5.692804181,1
2131,4.910553206,4.910553206,1
2133,4.842024799,4.842024799,1
2135,5.327181207,5.327181207,1
2136,4.95748322,4.95748322,1
2139,5.951437812,5.951437812,1
2141,5.6607078,5.6607078,1
2142,6.779386985,6.779386985,1
2143,7.286226773,7.286226773,1
2143,7.180174323,7.180174323,1
2144,7.253289557,7.253289557,1
2147,5.12471145,5.12471145,1
2149,6.728277468,6.728277468,1
2153,6.436668351,6.436668351,1
2154,5.590800472,5.590800472,1
2157,4.151358891,4.151358891,1
2157,5.028107183,5.028107183,1
2160,6.080736461,6.080736461,1
2161,6.096501624,6.096501624,1
2162,6.0608421,6.0608421,1
2166,7.388552178,7.388552178,1
2167,6.387382916,6.387382916,1
2169,6.775136631,6.775136631,1
2174,7.079624731,7.079624731,1
2174,6.213466698,6.213466698,1
2177,6.161592592,6.161592592,1
2179,8.58179857,8.58179857,1
2181,7.282852688,7.282852688,1
2186,7.00992766,7.00992766,1
2188,7.162155948,7.162155948,1
2195,6.324967006,6.324967006,1
2196,6.185806087,6.185806087,1
2199,5.429198018,5.429198018,1
2200,5.517954467,5.517954467,1
2201,5.657397035,5.657397035,1
2202,10.17316396,10.17316396,1
2202,6.033373423,6.033373423,1
2202,6.558422027,6.558422027,1
2203,5.692065675,5.692065675,1
2205,5.563730415,5.563730415,1
2207,8.260540539,8.260540539,1
2208,6.027967153,6.027967153,1
2208,6.590991332,6.590991332,1
2209,6.208709521,6.208709521,1
2211,4.980809347,4.980809347,1
2213,6.631648235,6.631648235,1
2213,5.368707436,5.368707436,1
2215,5.568216418,5.568216418,1
2217,5.909427155,5.909427155,1
2217,7.204912252,7.204912252,1
2218,6.769746448,6.769746448,1
2218,5.906514693,5.906514693,1
2218,6.769746448,6.769746448,1
2219,5.508862217,5.508862217,1
2222,6.075759915,6.075759915,1
2222,7.376057555,7.376057555,1
2222,6.235893953,6.235893953,1
2223,6.334587148,6.334587148,1
2224,5.792367142,5.792367142,1
2227,5.567824158,5.567824158,1
2229,5.526484412,5.526484412,1
2229,5.865848882,5.865848882,1
2231,5.176556339,5.176556339,1
2232,5.187066262,5.187066262,1
2239,6.066925467,6.066925467,1
2239,6.572183999,6.572183999,1
2242,5.983520508,5.983520508,1
2242,4.529237449,4.529237449,1
2244,4.85799962,4.85799962,1
2246,5.294481942,5.294481942,1
2247,6.454354858,6.454354858,1
2247,6.526332882,6.526332882,1
2248,8.888347768,8.888347768,1
2248,6.132547544,6.132547544,1
2248,5.552581171,5.552581171,1
2248,7.1094492,7.1094492,1
2249,5.800174475,5.800174475,1
2249,5.549929913,5.549929913,1
2249,8.950457946,8.950457946,1
2250,5.477490522,5.477490522,1
2250,6.258149284,6.258149284,1
2251,5.817958729,5.817958729,1
2251,5.526499893,5.526499893,1
2252,8.756443594,8.756443594,1
2255,5.334483304,5.334483304,1
2256,7.343008681,7.343008681,1
2256,6.388901285,6.388901285,1
2257,6.136896682,6.136896682,1
2259,5.218203672,5.218203672,1
2261,4.681882301,4.681882301,1
2265,6.065906403,6.065906403,1
2268,6.43589303,6.43589303,1
2270,6.090877567,6.090877567,1
2270,6.347602371,6.347602371,1
2272,6.341123853,6.341123853,1
2275,7.338907852,7.338907852,1
2278,5.625727744,5.625727744,1
2278,6.153574808,6.153574808,1
2279,7.013459922,7.013459922,1
2281,5.103952175,5.103952175,1
2283,6.500458918,6.500458918,1
2283,6.142792084,6.142792084,1
2286,6.282671224,6.282671224,1
2287,6.423040156,6.423040156,1
2288,5.094189713,5.094189713,1
2292,5.715591684,5.715591684,1
2292,7.349067743,7.349067743,1
2296,6.189752153,6.189752153,1
2301,6.615834696,6.615834696,1
2302,6.29972717,6.29972717,1
2302,5.823688679,5.823688679,1
2303,6.224459942,6.224459942,1
2305,6.03179324,6.03179324,1
2305,6.143973669,6.143973669,1
2307,6.829326883,6.829326883,1
2316,6.325576561,6.325576561,1
2316,6.444679097,6.444679097,1
2316,6.385633112,6.385633112,1
2322,5.349709508,5.349709508,1
2326,7.880744269,7.880744269,1
2327,5.825006774,5.825006774,1
2329,5.673077524,5.673077524,1
2330,4.504140945,4.504140945,1
2330,6.28997192,6.28997192,1
2336,5.795040981,5.795040981,1
2337,6.541353561,6.541353561,1
2337,4.903969221,4.903969221,1
2340,4.87909938,4.87909938,1
2342,6.194699384,6.194699384,1
2342,7.071286596,7.071286596,1
2344,6.850669563,6.850669563,1
2345,4.586552558,4.586552558,1
2350,6.471409331,6.471409331,1
2352,5.447303171,5.447303171,1
2354,5.81524617,5.81524617,1
2355,5.022093388,5.022093388,1
2355,5.880285398,5.880285398,1
2356,5.213859323,5.213859323,1
2360,5.517518367,5.517518367,1
2362,5.736657038,5.736657038,1
2362,6.0831665,6.0831665,1
2363,5.546584083,5.546584083,1
2364,5.906574183,5.906574183,1
2364,5.314189688,5.314189688,1
2366,6.806985244,6.806985244,1
2369,5.652777715,5.652777715,1
2370,6.32612879,6.32612879,1
2370,5.573744785,5.573744785,1
2370,7.326146803,7.326146803,1
2371,7.3840651,7.3840651,1
2373,4.741800652,4.741800652,1
2376,6.965194466,6.965194466,1
2377,6.153568512,6.153568512,1
2377,5.959938389,5.959938389,1
2380,6.018055525,6.018055525,1
2381,6.187353943,6.187353943,1
2383,7.876895508,7.876895508,1
2384,5.109688869,5.109688869,1
2384,6.701265327,6.701265327,1
2391,6.564387735,6.564387735,1
2394,5.546092926,5.546092926,1
2399,6.629797558,6.629797558,1
2399,5.808332179,5.808332179,1
2400,8.979379364,8.979379364,1
2401,5.758854888,5.758854888,1
2402,6.690795393,6.690795393,1
2404,6.285820845,6.285820845,1
2405,5.792197057,5.792197057,1
2406,6.5210064,6.5210064,1
2406,5.498724692,5.498724692,1
2407,5.866491318,5.866491318,1
2409,5.862164493,5.862164493,1
2410,5.140109389,5.140109389,1
2415,6.339826949,6.339826949,1
2415,7.267101178,7.267101178,1
2416,5.045213527,5.045213527,1
2417,5.964611357,5.964611357,1
2418,7.10991935,7.10991935,1
2418,5.111720573,5.111720573,1
2421,5.679629407,5.679629407,1
2424,6.728083719,6.728083719,1
2424,6.075644223,6.075644223,1
2427,7.410836801,7.410836801,1
2427,7.555231117,7.555231117,1
2429,6.071152071,6.071152071,1
2430,5.813231099,5.813231099,1
2433,6.371661688,6.371661688,1
2435,7.043084943,7.043084943,1
2436,5.082133975,5.082133975,1
2438,7.610432286,7.610432286,1
2440,7.125089431,7.125089431,1
2440,6.535116116,6.535116116,1
2440,6.915478795,6.915478795,1
2440,7.125089431,7.125089431,1
2441,6.463578697,6.463578697,1
2444,6.873362384,6.873362384,1
2444,5.943578188,5.943578188,1
2453,6.166908167,6.166908167,1
2453,6.493198599,6.493198599,1
2455,5.767424662,5.767424662,1
2457,5.185660338,5.185660338,1
2462,6.547340716,6.547340716,1
2462,5.772268622,5.772268622,1
2464,6.321506599,6.321506599,1
2466,6.412442162,6.412442162,1
2467,5.288400619,5.288400619,1
2468,6.841454603,6.841454603,1
2472,6.323381893,6.323381893,1
2476,5.72214099,5.72214099,1
2478,4.933908924,4.933908924,1
2478,4.881954578,4.881954578,1
2480,6.141924495,6.141924495,1
2481,7.096461518,7.096461518,1
2482,5.634835221,5.634835221,1
2491,7.467638094,7.467638094,1
2491,4.65905553,4.65905553,1
2492,5.479164157,5.479164157,1
2493,5.658805918,5.658805918,1
2494,6.304675117,6.304675117,1
2496,5.171134515,5.171134515,1
2501,5.108160485,5.108160485,1
2506,7.156587469,7.156587469,1
2514,6.255665321,6.255665321,1
2519,4.451104929,4.451104929,1
2523,5.895105324,5.895105324,1
2524,6.384889034,6.384889034,1
2525,5.429413373,5.429413373,1
2527,5.738809316,5.738809316,1
2528,7.887344056,7.887344056,1
2529,7.096996746,7.096996746,1
2529,6.235800996,6.235800996,1
2530,5.366593184,5.366593184,1
2531,4.849608165,4.849608165,1
2533,6.159052629,6.159052629,1
2533,5.244735009,5.244735009,1
2537,5.777969499,5.777969499,1
2539,6.489049297,6.489049297,1
2541,6.68294536,6.68294536,1
2541,4.850937179,4.850937179,1
2544,4.958025257,4.958025257,1
2545,6.231445038,6.231445038,1
2551,6.579852316,6.579852316,1
2551,6.648820554,6.648820554,1
2552,5.801763992,5.801763992,1
2553,6.478064001,6.478064001,1
2554,6.461232566,6.461232566,1
2554,5.65062297,5.65062297,1
2556,7.241545545,7.241545545,1
2557,6.356288255,6.356288255,1
2561,4.4104272,4.4104272,1
2568,7.959144707,7.959144707,1
2570,6.659315877,6.659315877,1
2573,5.916691716,5.916691716,1
2573,6.00219036,6.00219036,1
2578,7.019784988,7.019784988,1
2578,5.755307295,5.755307295,1
2579,4.871761731,4.871761731,1
2580,6.976620831,6.976620831,1
2581,6.244944783,6.244944783,1
2585,5.772713727,5.772713727,1
2585,5.911753506,5.911753506,1
2589,5.934913279,5.934913279,1
2591,6.550364739,6.550364739,1
2592,7.033963739,7.033963739,1
2595,7.215775511,7.215775511,1
2598,6.311636072,6.311636072,1
2600,5.286176512,5.286176512,1
2607,6.832035231,6.832035231,1
2609,6.394632761,6.394632761,1
2611,7.290527908,7.290527908,1
2612,7.715205876,7.715205876,1
2615,6.484050512,6.484050512,1
2616,5.772216294,5.772216294,1
2620,5.485523055,5.485523055,1
2621,5.73234538,5.73234538,1
2622,6.494246865,6.494246865,1
2629,7.250977178,7.250977178,1
2629,7.528091722,7.528091722,1
2630,6.989511974,6.989511974,1
2634,4.537915205,4.537915205,1
2637,5.311635027,5.311635027,1
2640,5.485750696,5.485750696,1
2642,5.226605304,5.226605304,1
2643,5.642454196,5.642454196,1
2645,6.310811831,6.310811831,1
2649,4.774960402,4.774960402,1
2649,6.345378306,6.345378306,1
2652,7.39330296,7.39330296,1
2653,6.577589831,6.577589831,1
2658,7.583982409,7.583982409,1
2665,14.3071413,14.3071413,1
2668,6.755875234,6.755875234,1
2668,7.220759228,7.220759228,1
2674,5.399966621,5.399966621,1
2674,5.602024689,5.602024689,1
2675,5.318315692,5.318315692,1
2676,6.336504817,6.336504817,1
2676,6.469592642,6.469592642,1
2677,4.738846242,4.738846242,1
2680,7.79811872,7.79811872,1
2681,7.766485635,7.766485635,1
2685,6.853431965,6.853431965,1
2688,6.34843559,6.34843559,1
2693,6.585413303,6.585413303,1
2693,6.394709047,6.394709047,1
2694,5.605103837,5.605103837,1
2694,5.046504529,5.046504529,1
2696,6.609393674,6.609393674,1
2699,5.473581641,5.473581641,1
2700,6.46632252,6.46632252,1
2701,5.321698826,5.321698826,1
2701,6.296877436,6.296877436,1
2704,4.874333438,4.874333438,1
2707,6.324496561,6.324496561,1
2708,6.541342978,6.541342978,1
2710,7.094289993,7.094289993,1
2710,6.258306536,6.258306536,1
2711,6.370935937,6.370935937,1
2716,5.068799963,5.068799963,1
2719,5.062970568,5.062970568,1
2720,5.880480736,5.880480736,1
2722,5.510647009,5.510647009,1
2724,6.542007352,6.542007352,1
2732,5.506427029,5.506427029,1
2733,6.161046729,6.161046729,1
2735,5.649298247,5.649298247,1
2737,6.16566426,6.16566426,1
2739,5.39870684,5.39870684,1
2744,6.17705592,6.17705592,1
2744,5.578710487,5.578710487,1
2744,6.020493642,6.020493642,1
2747,5.699835022,5.699835022,1
2749,7.103063026,7.103063026,1
2751,5.463868866,5.463868866,1
2751,6.10756358,6.10756358,1
2752,6.318992314,6.318992314,1
2753,5.363549165,5.363549165,1
2754,6.101729238,6.101729238,1
2754,5.393717227,5.393717227,1
2755,6.458894067,6.458894067,1
2756,6.66502789,6.66502789,1
2756,6.828475239,6.828475239,1
2758,5.973891327,5.973891327,1
2758,5.229376583,5.229376583,1
2760,5.955123356,5.955123356,1
2761,5.588168105,5.588168105,1
2762,6.103634616,6.103634616,1
2764,6.250151736,6.250151736,1
2764,4.605542016,4.605542016,1
2766,5.109413323,5.109413323,1
2767,5.770920399,5.770920399,1
2769,6.916687186,6.916687186,1
2770,7.257455508,7.257455508,1
2770,6.24507263,6.24507263,1
2773,5.451926609,5.451926609,1
2776,5.05980771,5.05980771,1
2776,6.287514478,6.287514478,1
2777,5.502598743,5.502598743,1
2778,5.828106943,5.828106943,1
2780,4.454150856,4.454150856,1
2782,6.617260824,6.617260824,1
2782,6.442463799,6.442463799,1
2786,6.490154178,6.490154178,1
2786,5.428145588,5.428145588,1
2789,5.657517421,5.657517421,1
2791,5.702684265,5.702684265,1
2791,7.320040998,7.320040998,1
2792,9.140906074,9.140906074,1
2793,7.31440619,7.31440619,1
2795,4.77009886,4.77009886,1
2795,6.077311753,6.077311753,1
2797,5.036231781,5.036231781,1
2799,5.245628057,5.245628057,1
2800,5.873048395,5.873048395,1
2802,5.083482506,5.083482506,1
2802,5.211654175,5.211654175,1
2803,6.557947024,6.557947024,1
2803,6.023472037,6.023472037,1
2804,6.334127275,6.334127275,1
2806,6.208103002,6.208103002,1
2808,5.672317213,5.672317213,1
2808,7.166903584,7.166903584,1
2808,6.756840488,6.756840488,1
